prompt_id,word_count,descriptor_words,sentence_count,num_visual_attributes,spatial_constraints,ambiguity,prompt
1,15,1,1,1,none,clear,A photorealistic close-up of a single glass of red wine filled completely to the brim.
2,22,1,1,1,none,partially ambiguous,"A photorealistic close-up of a single glass of red wine filled completely to the brim, with smooth reflections on the liquid surface."
3,19,1,1,1,none,fully ambiguous,A photorealistic close-up of a single glass of red wine filled completely to the brim on a plain background.
4,24,1,1,1,top,clear,A photorealistic close-up top-down view of a single clear glass completely filled to the brim with deep red liquid on a plain neutral surface.
5,24,1,1,1,top,partially ambiguous,A photorealistic close-up top-down view of a single clear glass completely filled to the brim with deep red liquid on a plain neutral surface.
6,23,1,1,1,top,fully ambiguous,A photorealistic close-up top-down view of a single clear glass of red wine filled completely to the brim on a plain white surface.
7,25,1,1,1,bottom,clear,A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim on a plain white table.
8,25,1,1,1,bottom,partially ambiguous,A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim on a plain white table.
9,25,1,1,1,bottom,fully ambiguous,A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim on a plain white table.
10,20,1,1,1,side,clear,A photorealistic side view of a single glass of red wine filled completely to the brim on a plain background.
11,20,1,1,1,side,partially ambiguous,A photorealistic side view of a single glass of red wine filled completely to the brim on a plain background.
12,20,1,1,1,side,fully ambiguous,A photorealistic side view of a single glass of red wine filled completely to the brim on a plain background.
13,25,1,1,2,none,clear,"A photorealistic image of a clear glass of red wine filled completely to the brim, with the liquid level perfectly even at the top edge."
14,22,1,1,2,none,partially ambiguous,"A photorealistic close-up of a transparent wine glass filled completely to the brim with deep red wine, with a smooth reflective surface."
15,25,1,1,2,none,fully ambiguous,"A photorealistic image of a clear glass of red wine filled completely to the brim, with the liquid level perfectly even at the top edge."
16,25,1,1,2,top,clear,A photorealistic close-up top-down view of a single clear wine glass completely filled to the brim with deep red wine on a plain white surface.
17,25,1,1,2,top,partially ambiguous,A photorealistic close-up top-down view of a single clear wine glass completely filled to the brim with deep red wine on a plain white surface.
18,25,1,1,2,top,fully ambiguous,A photorealistic close-up top-down view of a single clear wine glass completely filled to the brim with deep red wine on a plain white surface.
19,23,1,1,2,bottom,clear,A photorealistic close-up from below of a transparent wine glass filled completely to the brim with deep red wine against a plain background.
20,28,1,1,2,bottom,partially ambiguous,"A photorealistic close-up of a clear, tall wine glass filled with deep red wine all the way to the brim, viewed from slightly below against a plain background."
21,21,1,1,2,bottom,fully ambiguous,"A photorealistic close-up from below of a clear glass of red wine filled completely to the brim, against a plain background."
22,23,1,1,2,side,clear,A photorealistic side view of a single clear glass of deep red wine filled completely to the brim on a plain neutral background.
23,23,1,1,2,side,partially ambiguous,"A photorealistic side view of a single clear glass of deep red wine filled completely to the brim, against a plain neutral background."
24,29,1,1,2,side,fully ambiguous,"A photorealistic side view of a single glass of red wine, completely full to the brim with a smooth dark red surface and clear reflections on the transparent glass."
25,29,1,1,3,none,clear,"A photorealistic close-up of a single glass of red wine, completely full to the brim with deep red liquid, in a clear transparent glass, against a plain neutral background."
26,30,1,1,3,none,partially ambiguous,"A photorealistic image of a clear, standard-sized wine glass completely filled to the brim with deep red wine, the glass and wine both colorless except for the rich red liquid."
27,30,1,1,3,none,fully ambiguous,"A photorealistic image of a clear, standard-sized wine glass completely filled to the brim with deep red wine, the glass and wine both colorless except for the rich red liquid."
28,31,1,1,3,top,clear,"A photorealistic close-up top-down view of a clear glass of red wine filled completely to the brim, with a thin transparent rim and deep ruby liquid against a plain white background."
29,31,1,1,3,top,partially ambiguous,"A photorealistic close-up top-down view of a clear glass of red wine filled completely to the brim, with a thin transparent rim and deep ruby liquid against a plain white background."
30,25,1,1,3,top,fully ambiguous,A photorealistic close-up top-down view of a single clear wine glass filled completely to the brim with deep red wine on a plain white surface.
31,25,1,1,3,bottom,clear,"A photorealistic close-up of a clear, tall wine glass filled with deep red wine all the way to the brim, against a plain neutral background."
32,25,1,1,3,bottom,partially ambiguous,"A photorealistic close-up of a clear, tall wine glass filled with deep red wine all the way to the brim, against a plain neutral background."
33,28,1,1,3,bottom,fully ambiguous,"A photorealistic close-up of a clear, tall wine glass filled with deep red wine all the way to the brim, with tiny reflections on the smooth glass surface."
34,30,1,1,3,side,clear,"A photorealistic close-up side view of a single glass of red wine filled completely to the brim, with a thin clear stem, deep ruby liquid, and a bright white background."
35,33,1,1,3,side,partially ambiguous,"A photorealistic close-up side view of a single glass of red wine filled completely to the brim, with a thin clear stem, deep ruby liquid, and tiny reflections on the smooth transparent bowl."
36,20,1,1,3,side,fully ambiguous,A photorealistic side view of a completely full-to-the-brim clear wine glass of deep red wine on a plain white table.
37,48,1,2,1,none,clear,"A photorealistic close-up of a full glass of red wine filled exactly to the brim, with the liquid level perfectly flush with the rim of the glass. The focus is on the wine glass itself, clearly showing it is completely full with no empty space above the wine."
38,42,1,2,1,none,partially ambiguous,"A photorealistic close-up of a single glass of red wine filled completely to the brim, with the liquid level perfectly flush with the rim and no empty space visible. The focus is on the full glass against a simple, softly blurred background."
39,41,1,2,1,none,fully ambiguous,"A photorealistic close-up of a single glass of red wine filled completely to the brim, with the liquid level perfectly flush with the rim of the glass. The focus is on the full glass of wine with realistic reflections and lighting."
40,41,1,2,1,top,clear,"A completely full glass of red wine, filled exactly to the brim, seen from directly above on a plain white table, photorealistic. The surface tension of the wine is clearly visible, showing the liquid slightly domed above the rim without spilling."
41,45,1,2,1,top,partially ambiguous,"A completely full glass of red wine, filled exactly to the brim so the surface tension makes a slight dome, viewed directly from above in sharp photorealistic detail. The top-down shot focuses only on the circular rim and the dark liquid with no background distractions."
42,54,1,2,1,top,fully ambiguous,"A completely full glass of red wine, filled exactly to the brim so the liquid is level with the rim, viewed directly from above in a photorealistic style. High-resolution overhead shot on a plain neutral background, with sharp focus on the circular surface of the wine and subtle reflections showing it is a glass."
43,38,1,2,1,bottom,clear,"A photorealistic close-up of a single wine glass filled completely to the brim with deep red wine, viewed from a low angle near the base of the glass. The background is softly blurred to emphasize the full glass."
44,37,1,2,1,bottom,partially ambiguous,"A photorealistic close-up of a single wine glass filled completely to the brim with red wine, viewed from a low angle near the base of the glass. The background is softly blurred to emphasize the full glass."
45,43,1,2,1,bottom,fully ambiguous,"A photorealistic close-up from below of a single glass of red wine, completely full to the brim with no empty space visible at the top. The camera is positioned low, looking slightly upward at the transparent glass against a simple, softly lit background."
46,38,1,2,1,side,clear,"A photorealistic side view of a single wine glass filled completely to the brim with red wine, no empty space visible at the top. The focus is on the glass and its contents against a simple, neutral background."
47,19,1,2,1,side,partially ambiguous,A full-to-the-brim glass of red wine seen from the side on a plain background. Photorealistic close-up with sharp focus.
48,29,1,2,1,side,fully ambiguous,"A full-to-the-brim glass of red wine seen from the side on a plain table, photorealistic. The wine surface is perfectly level with the rim, with realistic reflections and lighting."
49,47,1,2,2,none,clear,"A photorealistic close-up of a glass of red wine filled completely to the brim, with the liquid level perfectly flush with the rim and no empty space above it. The transparent glass and deep red color of the wine are clearly visible against a simple, neutral background."
50,47,1,2,2,none,partially ambiguous,"A photorealistic close-up of a glass of red wine filled completely to the brim, with the liquid level perfectly flush with the rim and no empty space above it. The transparent glass and deep red color of the wine are clearly visible against a simple, neutral background."
51,48,1,2,2,none,fully ambiguous,"A photorealistic close-up of a glass of red wine filled completely to the brim, with the liquid level perfectly flush with the rim and no empty space above it. The transparent glass and deep red color of the wine are clearly visible against a simple, softly lit background."
52,46,1,2,2,top,clear,"A photorealistic close-up top-down view of a clear glass of red wine filled completely to the brim, with the liquid perfectly level and almost overflowing. The smooth circular rim and the deep red color of the wine dominate the frame against a softly blurred neutral background."
53,45,1,2,2,top,partially ambiguous,"A photorealistic close-up top-down view of a glass of red wine filled completely to the brim, with the liquid perfectly level and almost overflowing. The smooth circular rim and deep red color of the wine are sharply in focus against a plain, softly lit background."
54,45,1,2,2,top,fully ambiguous,"A photorealistic close-up from above of a single clear wine glass filled completely to the brim with deep red wine, the surface tension slightly domed. The top-down view emphasizes the circular rim and the rich color of the liquid against a softly blurred neutral background."
55,43,1,2,2,bottom,clear,"A photorealistic close-up of a clear glass of red wine filled completely to the brim, with the surface of the wine perfectly level with the rim. The glass sits on a plain table with soft, neutral lighting and a subtle reflection beneath it."
56,42,1,2,2,bottom,partially ambiguous,"A photorealistic close-up from below of a clear glass of red wine, completely full to the brim with no empty space at the top. The camera is positioned low, looking upward at the base and stem against a softly lit neutral background."
57,43,1,2,2,bottom,fully ambiguous,"A photorealistic close-up of a wine glass filled completely to the brim with deep red wine, with the camera positioned slightly below the glass looking upward. The smooth glass surface and rich wine color are clearly visible against a softly blurred neutral background."
58,45,1,2,2,side,clear,"A photorealistic side view of a clear wine glass filled completely to the brim with deep red wine, with the liquid perfectly level and almost overflowing. The glass stands on a simple neutral surface with soft natural lighting and a faint reflection visible below it."
59,36,1,2,2,side,partially ambiguous,"A photorealistic side view of a single glass of red wine, completely full to the brim with no empty space at the top. The clear glass sits on a simple table with a soft, neutral background."
60,36,1,2,2,side,fully ambiguous,"A photorealistic side view of a single glass of red wine, completely full to the brim with no empty space at the top. The clear glass sits on a simple table with a soft, neutral background."
61,60,1,2,3,none,clear,"A photorealistic close-up of a standard clear wine glass filled completely to the brim with deep red wine, with the liquid level perfectly flush with the rim and no empty space visible. The glass stands alone on a plain neutral surface under soft lighting, showing subtle reflections and highlights on the transparent glass and the rich color of the wine."
62,57,1,2,3,none,partially ambiguous,"A photorealistic close-up of a standard clear wine glass filled completely to the brim with deep red wine, with the liquid level perfectly flush with the rim and no empty space visible above it. The glass stands alone on a plain neutral surface under soft lighting, showing the rich red color, the transparent glass, and subtle reflections."
63,57,1,2,3,none,fully ambiguous,"A photorealistic close-up of a standard clear wine glass filled completely to the brim with deep red wine, with the liquid level perfectly flush with the rim and no empty space visible above it. The glass stands alone on a plain neutral surface under soft lighting, showing the rich red color, the transparent glass, and subtle reflections."
64,50,1,2,3,top,clear,"A photorealistic close-up top-down view of a clear wine glass filled completely to the brim with deep red wine, the smooth circular rim sharply in focus. Soft natural light reflects off the glossy surface of the liquid, emphasizing the rich color and the transparent glass against a simple neutral background."
65,55,1,2,3,top,partially ambiguous,"A photorealistic close-up top-down view of a clear wine glass completely filled to the brim with deep red wine, the liquid surface perfectly level and almost overflowing. The transparent glass, rich red color of the wine, and subtle reflections of light on the smooth surface are sharply in focus against a softly blurred neutral background."
66,46,1,2,3,top,fully ambiguous,"A photorealistic close-up top-down view of a clear wine glass filled completely to the brim with deep red wine on a plain white surface. The smooth glass rim is perfectly level with the dark liquid, showing subtle reflections and a faint circular shadow around the base."
67,63,1,2,3,bottom,clear,"A photorealistic close-up of a single wine glass, completely full to the brim with deep red wine, viewed from slightly below so the rim and surface tension of the liquid are clearly visible against a neutral background. The glass is clear, medium-sized, and perfectly clean, with realistic reflections and subtle highlights emphasizing that the wine reaches exactly to the top edge without spilling."
68,56,1,2,3,bottom,partially ambiguous,"A photorealistic close-up of a clear, tall wine glass filled with deep red wine all the way to the brim, with a thin stem visible against a softly lit neutral background. Shot from a low angle near the base of the glass, emphasizing the full-to-the-brim surface of the wine and subtle reflections on the transparent glass."
69,55,1,2,3,bottom,fully ambiguous,"A photorealistic close-up of a clear, tall wine glass filled with deep red wine all the way to the brim, with a thin stem and a round base visible at the bottom of the frame. The glass stands on a white table, with soft natural light reflecting off the smooth surface of the overflowing wine."
70,47,1,2,3,side,clear,"A photorealistic close-up side view of a full-to-the-brim glass of red wine on a small wooden table, with a clear glass body and deep crimson liquid visible. Soft natural lighting from the left creates subtle reflections on the transparent glass and a faint shadow on the right."
71,52,1,2,3,side,partially ambiguous,"A full-to-the-brim glass of red wine on a small wooden table, viewed clearly from the side in a photorealistic style, with light reflecting off the smooth transparent glass and the deep crimson liquid. The background is softly blurred, emphasizing the glass’s precise side profile and the wine filled exactly to the rim."
72,57,1,2,3,side,fully ambiguous,"A photorealistic side view of a clear wine glass filled completely to the brim with deep red wine, with the surface of the liquid perfectly level and almost overflowing. The glass stands on a reflective surface against a soft neutral background, with subtle highlights showing the curvature of the bowl and the rich color of the wine."
73,14,2,1,1,none,clear,A photorealistic close-up of a full-to-the-brim glass of red wine on a plain background.
74,14,2,1,1,none,partially ambiguous,A photorealistic close-up of a full-to-the-brim glass of red wine on a plain background.
75,20,2,1,1,none,fully ambiguous,"A photorealistic close-up of a single glass of red wine filled completely to the brim, with a simple neutral background."
76,34,2,1,1,top,clear,"A photorealistic close-up top-down view of a single clear glass of red wine filled completely to the brim, with the smooth liquid surface perfectly level and just about to overflow against the transparent rim."
77,25,2,1,1,top,partially ambiguous,A photorealistic close-up top-down view of a single clear wine glass filled completely to the brim with deep red wine on a plain neutral surface.
78,23,2,1,1,top,fully ambiguous,A photorealistic close-up top-down view of a single clear glass of red wine filled completely to the brim on a plain white surface.
79,25,2,1,1,bottom,clear,"A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim, against a plain neutral background."
80,25,2,1,1,bottom,partially ambiguous,"A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim, with a simple blurred background."
81,25,2,1,1,bottom,fully ambiguous,"A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim, against a simple neutral background."
82,21,2,1,1,side,clear,"A photorealistic side view of a single glass of red wine filled completely to the brim, with a simple neutral background."
83,21,2,1,1,side,partially ambiguous,A photorealistic side view of a single wine glass filled completely to the brim with red wine on a plain background.
84,22,2,1,1,side,fully ambiguous,"A photorealistic side view of a single elegant glass of red wine filled completely to the brim, with a simple neutral background."
85,27,2,1,2,none,clear,"A photorealistic close-up of a clear glass of red wine filled completely to the brim, with the smooth surface of the wine level exactly at the rim."
86,25,2,1,2,none,partially ambiguous,"A photorealistic close-up of a clear glass of red wine filled completely to the brim, with the smooth liquid surface perfectly level with the rim."
87,26,2,1,2,none,fully ambiguous,"A photorealistic close-up of a clear glass of red wine filled completely to the brim, with the smooth liquid surface perfectly level and reflecting soft light."
88,30,2,1,2,top,clear,"A photorealistic close-up top-down view of a clear glass of red wine filled completely to the brim, with rich dark red liquid and subtle reflections on the smooth glass surface."
89,29,2,1,2,top,partially ambiguous,"Photorealistic close-up top-down view of a clear glass of red wine filled completely to the brim, with the smooth dark surface reflecting soft light on a plain neutral background."
90,32,2,1,2,top,fully ambiguous,"Photorealistic close-up top-down view of a clear glass of red wine filled completely to the brim, with the smooth dark surface of the liquid nearly overflowing and subtle reflections on the glass."
91,29,2,1,2,bottom,clear,"A photorealistic close-up from a low angle of a clear glass of red wine filled completely to the brim, with rich color and subtle reflections on the smooth surface."
92,30,2,1,2,bottom,partially ambiguous,"A photorealistic close-up of a clear wine glass filled completely to the brim with deep red wine, viewed from a low angle near the base against a simple neutral background."
93,40,2,1,2,bottom,fully ambiguous,"A photorealistic close-up from a low angle of a clear glass of red wine filled completely to the brim, with the smooth reflective surface of the liquid and the transparent glass sharply in focus against a softly blurred neutral background."
94,33,2,1,2,side,clear,"A photorealistic side view of a clear glass of red wine filled completely to the brim, with the smooth surface of the wine level exactly at the rim and a simple neutral background."
95,31,2,1,2,side,partially ambiguous,"A photorealistic side view of a clear glass of red wine filled completely to the brim, with the smooth liquid surface perfectly level and no empty space visible at the top."
96,33,2,1,2,side,fully ambiguous,"A photorealistic side view of a clear glass of red wine filled completely to the brim, with the smooth surface of the wine level exactly at the rim and a simple neutral background."
97,26,2,1,3,none,clear,"A photorealistic close-up of a clear, standard-sized wine glass filled completely to the brim with deep red wine, with tiny reflections on the smooth glass surface."
98,27,2,1,3,none,partially ambiguous,"A photorealistic close-up of a clear, standard-sized wine glass filled completely to the brim with deep red wine, with a smooth reflective surface and rich color visible."
99,26,2,1,3,none,fully ambiguous,"A photorealistic close-up of a clear, standard-sized wine glass filled completely to the brim with deep red wine, with tiny reflections on the smooth glass surface."
100,30,2,1,3,top,clear,"Photorealistic close-up top-down view of a clear wine glass completely filled to the brim with deep red wine, the smooth circular rim sharply in focus against a plain neutral background."
101,24,2,1,3,top,partially ambiguous,A photorealistic top-down view of a single clear wine glass filled completely to the brim with deep red wine on a plain white surface.
102,24,2,1,3,top,fully ambiguous,A photorealistic top-down view of a single clear wine glass filled completely to the brim with deep red wine on a plain white surface.
103,34,2,1,3,bottom,clear,"A photorealistic close-up from a low angle of a single clear glass of red wine filled completely to the brim, with tiny reflections on the smooth glass surface and a dark, softly blurred background."
104,30,2,1,3,bottom,partially ambiguous,"A photorealistic close-up from a low angle of a clear, tall wine glass filled with deep red wine completely to the brim, with subtle reflections on the smooth glass surface."
105,33,2,1,3,bottom,fully ambiguous,"A photorealistic close-up from a low angle of a single clear glass of red wine, completely filled to the brim with no empty space, on a simple reflective surface against a plain background."
106,27,2,1,3,side,clear,"A full-to-the-brim glass of red wine seen from the side on a simple wooden table, photorealistic, with deep ruby liquid, clear smooth glass, and a medium-sized bowl."
107,27,2,1,3,side,partially ambiguous,"A full-to-the-brim glass of red wine seen from the side on a simple wooden table, photorealistic, with clear reflections on the smooth glass and deep ruby liquid."
108,32,2,1,3,side,fully ambiguous,"A photorealistic side view of a clear, elegant wine glass filled completely to the brim with deep red wine, with tiny reflections on the smooth glass surface and a subtle dark background."
109,28,2,2,1,none,clear,A photorealistic close-up of a full wine glass filled exactly to the brim with deep red liquid. The glass is sharply focused against a softly blurred neutral background.
110,28,2,2,1,none,partially ambiguous,"A photorealistic close-up of a full-to-the-brim glass of red wine on a plain background. The wine surface is perfectly level with the rim, showing subtle reflections and highlights."
111,32,2,2,1,none,fully ambiguous,"A full glass of red wine filled exactly to the brim, photorealistic. The wine surface is level with the rim of the clear glass, with no empty space visible above the liquid."
112,45,2,2,1,top,clear,"A crystal-clear wine glass filled completely to the brim with deep red wine, captured from a top-down perspective so the surface tension of the liquid is clearly visible. Photorealistic, high-resolution lighting emphasizes the smooth circular rim and the perfectly level, overflowing edge of the wine."
113,47,2,2,1,top,partially ambiguous,"A crystal-clear wine glass filled completely to the brim with deep red wine, photorealistic, viewed from directly above so the liquid surface is perfectly level with the rim. The top-down perspective emphasizes the smooth, reflective surface of the wine and the precise circular edge of the glass."
114,45,2,2,1,top,fully ambiguous,"A crystal-clear wine glass filled completely to the brim with deep red wine, captured from a top-down perspective so the surface tension of the liquid is clearly visible. Photorealistic, high-resolution lighting emphasizes the smooth circular rim and the perfectly level, overflowing edge of the wine."
115,55,2,2,1,bottom,clear,"A clear, photorealistic close-up of a single wine glass filled completely to the brim with red wine, viewed from a low angle near the base of the glass against a simple background. The focus is on the smooth curvature of the glass and the perfectly level surface of the wine, with realistic reflections and lighting."
116,37,2,2,1,bottom,partially ambiguous,"A clear, photorealistic close-up of a single wine glass filled completely to the brim with red wine, viewed from slightly below the rim so the surface tension of the liquid is visible. The background is softly blurred."
117,51,2,2,1,bottom,fully ambiguous,"A completely full glass of red wine, filled precisely to the brim so the liquid is level with the rim, on a simple wooden table, viewed from a low angle near the base of the glass. Photorealistic lighting with soft reflections on the clear glass and a neutral, slightly blurred background."
